model,dataset,method_key,method_role,estimator,near_perfect_policy,n_folds,positive_folds,tie_folds,negative_folds,any_fold_positive,all_folds_positive,all_folds_nonnegative,mixed_positive_and_negative,mean_fold_lift_pct
bag8,kddcup09_appetency,label_prop_weighted_k10_a05,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,0.6156653015995532
bag8,kddcup09_appetency,label_prop_weighted_k15_a05,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,0.6652616024536676
bag8,kddcup09_appetency,label_prop_weighted_k15_a08,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,1.3081400701197612
bag8,kddcup09_appetency,leaf_density_conf,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.4571431490336382
bag8,kddcup09_appetency,leaf_density_conf_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,0.01100914380703046
bag8,kddcup09_appetency,leaf_density_conf_deep,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.11595629603785322
bag8,kddcup09_appetency,leaf_density_conf_shallow,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-0.9464064009886304
bag8,kddcup09_appetency,leaf_density_embed_k10,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,-0.6625204370300247
bag8,kddcup09_appetency,leaf_density_embed_k10_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,-0.40255876870471363
bag8,kddcup09_appetency,leaf_density_embed_k20,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-0.8370206048309167
bag8,kddcup09_appetency,leaf_density_embed_k5,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,-0.22190819642486556
bag8,kddcup09_appetency,nearest_test_k10_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-1.423769382358972
bag8,kddcup09_appetency,nearest_test_k10_cumshift_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-1.4642036179582512
bag8,kddcup09_appetency,nearest_test_k10_filter_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,2,1,False,False,False,False,-0.6403987093634227
bag8,kddcup09_appetency,nearest_test_k5_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-0.7535958805606683
bag8,kddcup09_appetency,nearest_test_rel_k10_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-0.5814956953194855
bag8,kddcup09_appetency,nearest_test_rel_k10_cumshift_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-1.077283373217017
bag8,kddcup09_appetency,nearest_test_rel_k5_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.9596062077263054
bag8,kddcup09_appetency,neighbor_consensus_k10_dist,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-2.0295362575789384
bag8,kddcup09_appetency,neighbor_consensus_k10_dist_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-2.2235554535319477
bag8,kddcup09_appetency,neighbor_consensus_k10_uniform,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-1.8584517138743142
bag8,kddcup09_appetency,neighbor_consensus_k20_dist,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-2.5240246472502377
bag8,kddcup09_appetency,neighbor_consensus_k5_dist,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-2.3281805012679055
bag8,kddcup09_appetency,neighbor_consensus_k5_dist_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-2.3260082635970973
bag8,kddcup09_appetency,ot_disp_v2_selective,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,8.014917314054548
bag8,kddcup09_appetency,ot_disp_v2_selective_abs,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.7326846401948264
bag8,kddcup09_appetency,ot_disp_v2_selective_and_summary,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,8.481731132501068
bag8,kddcup09_appetency,ot_disp_v2_selective_and_summary_abs,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.7417200830912846
bag8,kddcup09_appetency,ot_disp_v2_selective_and_summary_top10,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,8.481731132501068
bag8,kddcup09_appetency,ot_disp_v2_selective_top10,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,8.014917314054548
bag8,kddcup09_appetency,ot_disp_v2_summary_only,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.43735147465074187
bag8,kddcup09_appetency,ot_displacement_mag,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.7703846001910669
bag8,kddcup09_appetency,ot_displacement_no_mag,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-1.2171161496616043
bag8,kddcup09_appetency,pca_train_only_10,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,0.25645667127579475
bag8,kddcup09_appetency,pca_train_only_5,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,0.47293249269510435
bag8,kddcup09_appetency,pca_train_only_var90,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,0.6378813418350081
bag8,kddcup09_appetency,pca_train_only_var95,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,0.12003548894187148
bag8,kddcup09_appetency,pseudo_label_lgbm_conf80_iter5,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-4.106440393317823
bag8,kddcup09_appetency,pseudo_label_lgbm_conf90_iter1,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-1.689695079967292
bag8,kddcup09_appetency,pseudo_label_lgbm_conf90_iter3,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-3.255889018141289
bag8,kddcup09_appetency,pseudo_label_lgbm_conf95_iter3,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-2.9531954357127765
bag8,kddcup09_appetency,pseudo_label_v2_cal_iso_wfixed_conf90,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-4.402018981188437
bag8,kddcup09_appetency,pseudo_label_v2_cal_iso_wprop_conf85,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-2.5026237769068413
bag8,kddcup09_appetency,pseudo_label_v2_cal_iso_wprop_conf90,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-2.104796676033231
bag8,kddcup09_appetency,pseudo_label_v2_cal_iso_wquad_conf90,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-1.7931609740164325
bag8,kddcup09_appetency,pseudo_label_v2_cal_platt_wprop_conf90,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-1.1337843185854501
bag8,kddcup09_appetency,target_enc_absolute,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-114.97167266029828
bag8,kddcup09_appetency,target_enc_diff,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-107.2655842828467
bag8,kddcup09_appetency,target_enc_inv_ratio,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-86.11307530900488
bag8,kddcup09_appetency,target_enc_oof_absolute,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-1.3056724600200764
bag8,kddcup09_appetency,target_enc_oof_diff,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,1.514786612661343
bag8,kddcup09_appetency,target_enc_oof_inv_ratio,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,1.596787721915672
bag8,kddcup09_appetency,target_enc_oof_ratio,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.2646164603705004
bag8,kddcup09_appetency,target_enc_oof_ratio_cap5,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,0.5958000926882071
bag8,kddcup09_appetency,target_enc_ratio,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-103.49355125306197
bag8,kddcup09_appetency,target_enc_ratio__sel_combined_intersection,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-107.0073909698403
bag8,kddcup09_appetency,target_enc_ratio__sel_combined_union,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-104.53954925492378
bag8,kddcup09_appetency,target_enc_ratio_cap5,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-96.92154265751066
bag8,kddcup09_appetency,target_enc_standard_m10,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-104.47032301854391
bag8,kddcup09_appetency,target_enc_standard_m20,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-103.30910644485438
bag8,kddcup09_appetency,target_enc_standard_m5,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-113.54223498015828
bag8,kddcup09_appetency,targeted_groupby_top3,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-1.0980955859479895
bag8,kddcup09_appetency,targeted_groupby_top3_shifted_agg,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-1.6415923527968042
bag8,kddcup09_appetency,targeted_groupby_top5,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-1.0980955859479895
bag8,kddcup09_appetency,targeted_groupby_top5_shifted_agg,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-1.4104174566584557
bag8,kddcup09_appetency,tdda_k10_lam07_aug1,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-16.24166037712988
bag8,kddcup09_appetency,tdda_k5_lam06_aug1,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-16.622432255610317
bag8,kddcup09_appetency,tdda_k5_lam07_aug1,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-16.24166037712988
bag8,kddcup09_appetency,tdda_k5_lam07_aug1_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-16.353435419802057
bag8,kddcup09_appetency,tdda_k5_lam07_aug2,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-14.186908534785433
bag8,kddcup09_appetency,tdda_k5_lam08_aug1,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-15.660940653713647
bag8,kddcup09_appetency,tdda_v2_k10_lam07_pfl_dw,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-6.904206996852831
bag8,kddcup09_appetency,tdda_v2_k5_lam06_pfl_dw,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-6.321855143549189
bag8,kddcup09_appetency,tdda_v2_k5_lam07_nopfl_dw,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-6.821384651648054
bag8,kddcup09_appetency,tdda_v2_k5_lam07_pfl_dw,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-6.904206996852831
bag8,kddcup09_appetency,tdda_v2_k5_lam07_pfl_dw_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-7.7279037584038335
bag8,kddcup09_appetency,tdda_v2_k5_lam07_pfl_nodw,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-14.615725807882635
bag8,kddcup09_appetency,train_only_scaling,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.30459563582217264
bag8,maternal_health_risk,adversarial_lgbm_both_ratio,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-57.92046423703797
bag8,maternal_health_risk,adversarial_lgbm_cal_iso_both_ratio,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-24.677308916703552
bag8,maternal_health_risk,adversarial_lgbm_cal_iso_feature,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-25.985681754075888
bag8,maternal_health_risk,adversarial_lgbm_cal_platt_feature,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-67.2922149661096
bag8,maternal_health_risk,adversarial_lgbm_feature,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-58.688848943703825
bag8,maternal_health_risk,adversarial_logreg_feature,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-31.78386957448502
bag8,maternal_health_risk,adversarial_reweight_lgbm_cal_iso_ratio_hard,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.40160122901527995
bag8,maternal_health_risk,adversarial_reweight_lgbm_cal_iso_ratio_hard_tempered,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,1.564243499892476
bag8,maternal_health_risk,adversarial_reweight_lgbm_cal_iso_ratio_winsorize,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-1.6168827457610098
bag8,maternal_health_risk,adversarial_reweight_lgbm_ratio_hard,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-1.6697794293493124
bag8,maternal_health_risk,adversarial_reweight_lgbm_ratio_hard_tempered,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.5067087161123671
bag8,maternal_health_risk,adversarial_reweight_lgbm_ratio_normalize,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-2.8232159805686123
bag8,maternal_health_risk,adversarial_reweight_lgbm_ratio_winsorize,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,1.777943479556665
bag8,maternal_health_risk,adversarial_reweight_lgbm_ratio_winsorize_tempered,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,2.8993097563938712
bag8,maternal_health_risk,adversarial_reweight_lgbm_raw_hard,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,1.857556626594518
bag8,maternal_health_risk,adversarial_rf_feature,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-59.34678841103249
bag8,maternal_health_risk,cluster_membership_k10_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,10.568218730813792
bag8,maternal_health_risk,cluster_membership_k10_both_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-5.261899591343112
bag8,maternal_health_risk,cluster_membership_k10_feature,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,11.304143594156907
bag8,maternal_health_risk,cluster_membership_k10_feature_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-6.6090766536428776
bag8,maternal_health_risk,cluster_membership_k10_weight,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-0.40328500299890474
bag8,maternal_health_risk,cluster_membership_k15_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-3.6144509061857306
bag8,maternal_health_risk,cluster_membership_k5_both,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,10.295633431753233
bag8,maternal_health_risk,cluster_membership_k5_feature,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,3,0,0,True,True,True,False,10.925079494355556
bag8,maternal_health_risk,freq_enc_train_only,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,maternal_health_risk,freq_ratio_log,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,maternal_health_risk,freq_ratio_log__sel_combined_intersection,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,1,0,True,False,True,False,1.8188636946499266
bag8,maternal_health_risk,freq_ratio_log__sel_combined_union,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,1,1,True,False,False,True,0.47440630446294224
bag8,maternal_health_risk,freq_ratio_v2_both_gated,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,maternal_health_risk,freq_ratio_v2_diff_gated,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,maternal_health_risk,freq_ratio_v2_ratio_gated,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,maternal_health_risk,freq_ratio_v2_ratio_ungated,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,maternal_health_risk,groupby_shift_cohen_d,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,maternal_health_risk,groupby_shift_cohen_d__sel_combined_intersection,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,1,0,True,False,True,False,1.8188636946499266
bag8,maternal_health_risk,groupby_shift_cohen_d__sel_combined_union,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,1,1,True,False,False,True,0.47440630446294224
bag8,maternal_health_risk,groupby_shift_cohen_d_min10,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,maternal_health_risk,groupby_shift_ratio_log,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,maternal_health_risk,groupby_shift_ratio_raw,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,maternal_health_risk,groupby_train_only,train_only_version,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,maternal_health_risk,joint_freq_combined,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,maternal_health_risk,joint_freq_combined__sel_combined_intersection,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,1,0,True,False,True,False,1.8188636946499266
bag8,maternal_health_risk,joint_freq_combined__sel_combined_union,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,1,1,True,False,False,True,0.47440630446294224
bag8,maternal_health_risk,joint_freq_separate,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,maternal_health_risk,joint_freq_separate__sel_combined_intersection,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,1,0,True,False,True,False,1.8188636946499266
bag8,maternal_health_risk,joint_freq_separate__sel_combined_union,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,1,1,True,False,False,True,0.47440630446294224
bag8,maternal_health_risk,joint_groupby_combined,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,maternal_health_risk,joint_groupby_combined__sel_combined_intersection,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,1,0,True,False,True,False,1.8188636946499266
bag8,maternal_health_risk,joint_groupby_combined__sel_combined_union,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,1,1,True,False,False,True,0.47440630446294224
bag8,maternal_health_risk,joint_groupby_mean_only,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,maternal_health_risk,joint_groupby_separate,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,3,0,False,False,True,False,0.0
bag8,maternal_health_risk,joint_pca_10,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,2,0,1,True,False,False,True,6.420650591189012
bag8,maternal_health_risk,joint_pca_5,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,3.7975944612950467
bag8,maternal_health_risk,joint_pca_var90,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,3.7975944612950467
bag8,maternal_health_risk,joint_pca_var95,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,3.7975944612950467
bag8,maternal_health_risk,joint_scaling,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-1.830417490420822
bag8,maternal_health_risk,joint_tsne_2d_p30,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-14.461558145739238
bag8,maternal_health_risk,joint_tsne_2d_p50,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-19.925853606175618
bag8,maternal_health_risk,joint_tsne_3d_p30,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-36.28128431413196
bag8,maternal_health_risk,label_prop_k10_a05,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-31.69193745724984
bag8,maternal_health_risk,label_prop_k15_a05,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-39.19539792704927
bag8,maternal_health_risk,label_prop_k15_a08,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-39.78595137949973
bag8,maternal_health_risk,label_prop_v3_adaptive,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-29.09300198848901
bag8,maternal_health_risk,label_prop_v3_t005_k10,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-17.22478474408339
bag8,maternal_health_risk,label_prop_v3_t005_k15,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,1,0,2,True,False,False,True,-11.760336880732758
bag8,maternal_health_risk,label_prop_v3_t01_k15,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-15.958663748088432
bag8,maternal_health_risk,label_prop_weighted_adaptive_a05,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-50.59094710718686
bag8,maternal_health_risk,label_prop_weighted_k10_a05,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-32.63770316348731
bag8,maternal_health_risk,label_prop_weighted_k15_a05,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-50.56873893552325
bag8,maternal_health_risk,label_prop_weighted_k15_a08,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-49.86628936336698
bag8,maternal_health_risk,leaf_density_conf,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-36.149644388788076
bag8,maternal_health_risk,leaf_density_conf_cumshift,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-35.67587075237166
bag8,maternal_health_risk,leaf_density_conf_deep,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-28.268769159060458
bag8,maternal_health_risk,leaf_density_conf_shallow,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-36.31283840293559
bag8,maternal_health_risk,leaf_density_embed_k10,test_time_variant,fold_level_rel_lift_pct,dataset_level_near_perfect_base_mask,3,0,0,3,False,False,False,False,-52.49815039023414
